bookformat,desc,pages,rating,reviews,totalratings,cover_image
Paperback,granted walking around two jhereg shoulders best disguise wanted empire young boy saved life needs help vlad taltos pays debt even means uncovering financial scandal big enough bring house orca entire empire,290,4.05,98,5452,cover_images/processed_image_49868.jpg
Paperback,verra vlad patron goddess hires assassinate king whose country lies outside dragaeran empire resulting increased tension two places meanwhile peasant teckla human easterners persevere fight civil rights vlad wife cawti firm partisan movement vlad marriage continues suffer causing vlad make decisions change life forever,246,4.15,112,6240,cover_images/processed_image_49871.jpg
ebook,hottest vampire romance series read year step behind curtain vampirerotique discover dangerously seductive world vampires shifters fae angels series passionate forbidden burned two years forbidden attraction growing resisting sinful desires hearts becoming javier knows better succumb hunger lilah mortal female belonging powerful patron vampirerotique theatre runs three vampires single touch would take break sacred law kind sentencing death passion become fierce risk everything claim lilah lilah fought desire javier glance steals eyes promising pleasure much ignites fire inside longer denied risk everything win heart resistance burns away heat wild moment await eternity desire death love passionate steamy paranormal romances cliffhangers cheating plenty bite wo able put addictive series vampire romances ny times usa today author books grab copy get ready scorch kindle hot vampire enter dark sinful seductive world four vampire owners london premier vampire theatre vampirerotique discover powerful vampires brought knees women claim hearts passionate intense thrilling vampire romance series new york times usa today paranormal romance author felicity heaton book covet book crave book seduce book enslave book bewitch book unleash,148,3.65,346,3758,cover_images/processed_image_49874.jpg
Paperback,day fiona fine successful couture designer catering high society players bigtime new york night fiera member heroic fearless five create manipulate fire bare hands fiona personal life though hot still misses fiancž killed ubervillains year ago still men admire fiona smoking assets decides get back dating especially meets johnny bulluci notorious playboy plenty secrets go along sexy smile two new ubervillains town intent raising hell fiona love life might crash burn,356,3.68,153,1783,cover_images/processed_image_49894.jpg
Hardcover,welcome heaven grossly mismanaged corporation sky long anyone remember founder ceo known circles god phoning lately spending time golf course show work resolve wars end famines google read humans blogging god decides retire pursue lifelong dream opening asian fusion restaurant also decides destroy earth employees take news stride except craig eliza two underpaid angels lowly department miracles unlike boss craig eliza love jobs uncapping city fire hydrants hot days revealing lost keys snow banks refuse accept earth going angels manage strike deal boss call armageddon solve toughest miracle yet getting two socially awkward humans planet fall love doomsday fast approaching humans ignoring every chance happiness thrown way craig eliza must move heaven earth rescue rest us,240,3.78,527,3430,cover_images/processed_image_49909.jpg
Paperback,magical holiday season disrupted afternoon horror becomes apparent legions begun uprising around globe ana best stay strong even though world shattered ana find strength within fall prey dark side begins chase reclaim rightfully realizing ana visions alone enough protect family begins training immediately targeted legions quit get want made clear mortals spared leaving ana little time figure demons ana balances time chasing destiny spending time relearning fight demons learns something past could change fighting anything clues continue unfold form yellowed letters finds athen buried within old tudor home future signalled lone white rose left see giving strength persevere determined give faith,307,4.04,143,2641,cover_images/processed_image_49915.jpg
Mass Market Paperback,confused viking finds hurtled time face rigorous ordeals navy seals yet brawn allows easily adapt military match one difficult challenges get cross viking navy seal warrior fierce instincts past rigorous training america elite fighting corps totally buff woman roughly thousand years wise guy sense humor chanting grody jody calls romantic hopeless crush superior officer whatever get women everywhere ca wait meet story guaranteed wet wild,374,4.2,34,1233,cover_images/processed_image_49942.jpg
Nook,cage sometimes need leash bind two todd abernathy spent three weeks cage experimented scientists retreated deep wolf survive night rescue scent mate thing convinced return human form small wolf shifter surprise todd brother phillip insisted joining local wolf pack larger younger felt responsible since puberty phillip help find mate scented todd finally figured detective lyle sullivan man searching human captured men experimented lyle escape almost comes late experiments done scramble dna nearly killing way save lyle complete experimental procedure scientists started todd relief recovering lyle recognizes mate lyle starts exhibiting increasingly aggressive dangerous tendencies todd find way help mate accept happening teach new creature living inside mind lyle lose beast force friends put,112,3.91,48,1112,cover_images/processed_image_49947.jpg
Paperback,two years ago train assassin known number xiii chronos left secret society live rules since train sweeper bounty hunter catching criminals bringing alive main mission find former chronos member killed best friend,208,4.24,44,3136,cover_images/processed_image_49948.jpg
Kindle Edition,tragic accident leaves battered heartbroken alone scout donovan would rather hide dreams face reality things changing quickly scout life soon pulled back world shifters seers best friend fate depending scout ability protect scout pull together time save talley past much overcome praise time mends stunning think possible love time mends even destiny binds add action political intrigue mounds suspense witty dialogue loveable characters got sure fire winner hands young author moon spell brilliant display book whisperer,269,4.14,321,6164,cover_images/processed_image_49968.jpg
Hardcover,living coexist living dead question new victorian society fiercely divided ever since mysterious plague known laz hit city new london turned thousands walking corpses zombies mindless monsters hungry human flesh others still think speak reason control ravenous new ask nora dearly young lady means nearly kidnapped band sinister zombies valiantly rescued dashing young man dead nora savior young zombie soldier bram griswold fell hopelessly love others feel fear loathing reanimated dead tensions grow factions battle lines drawn streets though bram longer new victorian army zombie comrades determined help keep peace means taking dangerous stand changed radical group sentient zombies fighting survival murder masked squad urban guerrillas hellbent destroying living dead zombies ones danger living allies also murder crosshairs one vengeful zealot nora dearly number one paranoia prejudice terrorist attacks threaten plunge city war nora scientist father team continue desperate race unlock secrets laz find cure efforts may doomed mysterious zombie appears bearing entirely new strain nation new victoria braces new wave lia habel spellbinding suspenseful sequel dearly departed takes imaginative period romance futuristic thriller zombie drama whole new level innovative irresistible storytelling,484,3.84,348,2244,cover_images/processed_image_49982.jpg
Mass Market Paperback,born community truthful speakers one thousand years storm raised stories old days world filled saints world things possible world finally destroyed love beautiful woman rush journeys far learns much taken society boots list attached old mysteries rush grows closer sainthood could never imagined,209,4.04,167,1712,cover_images/processed_image_49992.jpg
Paperback,two friends midway canoe trip danube river throughout story blackwood personifies surrounding sun imbues powerful ultimately threatening character ominous masses dense desultory menacing willows moved though alive touched incalculable method keen sense horrible willows one algernon blackwood best known short stories american horror author lovecraft considered finest supernatural tale english literature willows example early modern horror connected within literary tradition weird fiction,105,4.1,900,8492,cover_images/processed_image_50002.jpg
Kindle Edition,asin updated version found price sin human paige sloan loved werewolf drake wyler life life taken away attacked vampires paige bitten cold dark night life known ended reborn vampire werewolf deadliest enemy paige ran vampires attacked ran away lover want drake know become want face fury pack girl run long past catches sins mark paige learns drake targeted death knows ca hide shadows longer return anything anything order make sure keeps living vampires might destroyed chance live love drake wo take undead body slay maybe maybe even chance sin one time werewolf marked sins worth dying word count words sexy paranormal novella contains hot vampires sexy werewolves graphic language adult good times consider bound blood bound darkness bound night,87,3.97,187,3632,cover_images/processed_image_50148.jpg
Hardcover,julie cross vortex thrilling second installment tempest series world hangs balance lovelorn jackson must choose jackson meyer thrown role agent tempest shadowy division cia handles threats despite heartbreak losing love life jackson proved excellent agent however accidental run girl altered history reminded lost eyewall opposing division cia emerges jackson fellow agents find attack jackson begins discover world around changed someone knows erased relationship holly putting lives risk,358,3.88,451,3055,cover_images/processed_image_50159.jpg
Paperback,ruthless crime syndicate wants social worker nina christie disappear chance survive alex secrets never die alex aaro spent life run ruthless toxic family learns crazy aunt tonya relative ever gave damn dying risks returning home say goodbye prepared anything except call friend bruno ranieri sends wild dangerous ride mysterious woman holds deadly secret white hot passion tht binds social worker nina christie idea much trouble aunt helga shows bleeding shelter babbling ukrainian one inexplicable act thrusts nina heart nightmare ruthless crime syndicate stop nothing make nina disappear alex aaro inscrutable rock hard slab lean muscle stands certain death nina alex race time death desire one another,411,4.03,138,1555,cover_images/processed_image_50165.jpg
Hardcover,sequel rift prequel new york times bestselling novel nightshade everything conatus stands risk hoping gather enough resistance save order ember barrow attempt desperate escape fate offers little mercy mission exposed couple face relentless pursuit supernatural horrors act commands eira ally mysterious bosque mar shocking revelation forces ember hiding sending back heart dark magic tearmunn keep must convince old friend alistair love face dire consequences ember deception offers chance resistance succeed discovers shadows beneath keep shatter world bring witches richly sensual full magic action danger andrea cremer fifth book set nightshade world page turner,385,4.19,331,4324,cover_images/processed_image_50168.jpg
Kindle Edition,narrowly escaped unjust death sentence scout donovan run discovers alpha pack realizes run forever destiny propelling towards unavoidable battle scout survive finally succumb fate,296,4.22,349,4948,cover_images/processed_image_50207.jpg
Kindle Edition,kids awake island told accident go home visit foreverland alternate reality heal reed dreams girl tells resist foreverland remember name knows loved endure great suffering trust dream trust danny boy new arrival meets reed dream girl inside foreverland stuck fantasy land kid resist every heart desire satisfied anyone care foreverland works,318,3.67,338,1811,cover_images/processed_image_50217.jpg
Kindle Edition,david caught middle city zombie outbreak started wife daughters home stranded roof zombies waited would fight hordes undead merciless survivors series death defying stunts get home however even makes sure safe deadlocked puts david head struggles get home final confrontation occurs guarantee family survival cost,61,3.72,276,2775,cover_images/processed_image_50259.jpg
ebook,nominated hugo come said vic great wo said although lost fight hours ago knew brilliant said vic hundredth time girls girls girls grinned white teeth,11,3.73,577,7328,cover_images/processed_image_50350.jpg
Hardcover,radical new series zombie apocalypse told first person one victims series combines classic action fiendishly twisting plot moral questions dealing racism abuse power challenging material captivate existing fans bring many new ones darren says big sprawling vicious tale grisly piece escapism barbed look world live book series short bloody high guaranteed,217,3.58,1203,7596,cover_images/processed_image_50391.jpg
Paperback,pieces eight continues freya story quest regain true frey book one hapless elfreda searches answers mysterious stranger stumbles across dark past obsession drives seemingly harmless ends sneaking council discover lineage borrowing pages caught faced trial injustices tragedies life tumble like boulders breaks finding running ever known stranger began pieces eight book two revealing dark past frey forced join group strangers whose pasts seem intertwine struggles regain memories full power find danger side turning back,202,3.92,109,1869,cover_images/processed_image_50483.jpg
Paperback,powerful version latin classic england late poet laureate published tales ovid immediately recognized classic right best rendering ovid generations major book ted hughes oeuvre metamorphoses ovid stands works homer virgil dante milton classic world poetry hughes translated stories great power directness result liveliest version classic delight latinist appealing introduction ovid general reader,257,4.25,149,2445,cover_images/processed_image_50571.jpg
Paperback,madoka continues deliberate decision join akemi magical girl best friend sayaka seizes chance wish recovery boy loves sayaka caught territory dispute experienced deadly magical girl named kyouko madoka reminded magical girl matter donning frilly costume fighting evil also matter life death,146,4.29,79,2083,cover_images/processed_image_50600.jpg
Paperback,madoka horrified learn true nature witches friends magical girls terrible fate awaits magical girl accepts kyubey offer power watched countless magical girls sacrificed larger aims people kyubey interested securing girls end madoka left chilling reminder destined magical girl incredible power madoka friends escape tragic fate,192,4.39,94,2107,cover_images/processed_image_50602.jpg
Paperback,witch named trouble chaos arden lesstymine known everyone trouble likes attention much next girl getting ridiculous insane stranger murdered inn works trouble becomes next soulbearer disembodied god chaos loku yes comes ability channel god limitless power cost sanity literally sexy cynical knight claiming protector prince trying seduce cause bed snarky chaos god offers commentary whether wants hear make matters worse necromancer wants capture soul loku dark purposes way get killing first,338,3.78,132,1470,cover_images/processed_image_50633.jpg
Kindle Edition,jess steals glance gorgeous guy manchester nightclub little realise going change death yet vampire clan could never predicted taking luke pronounced blood vampire simmering jess body forget love life move risk exposing entire northern vampire clan untold dangers order live life way jess sure luke appears succumb attraction desperately tries feel daniel still crave packet crisps tasty teenage boy blood,328,3.92,132,1766,cover_images/processed_image_50641.jpg
Hardcover,two exist one city kersh safe price safety high everyone genetic twin raised another citizens must prove worth eliminating alts twentieth birthday survival means advanced schooling good job west grayer trained fighter preparing day assignment arrives one month hunt kill alt tragic misstep shakes west confidence stricken grief guilt longer certain best version version worthy future chance winning must stop running alt also love though power destroy,292,3.51,946,7155,cover_images/processed_image_50654.jpg
Paperback,lovecraft known one key founders modern horror cited major influence many prominent authors stephen king collaboration renowned lovecraft historian literary caretaker robert weinberg idw bringing definitive lovecraft comics updated century audience adapting dunwich horror hound new vision lovecraft emerges courtesy joe lansdale company,104,4.01,63,1351,cover_images/processed_image_50656.jpg
ebook,siren everlasting classic manlove erotic alternative paranormal romance vampires hea dudley taught shifters savage beasts sooner tear vampire throat mate also taught shifters would rather let vampires starve feed discovers father lied whole life dudley starts chasing sloane brac patient dudley coaxing vampire gently dudley calls hit head feels never forgive man dudley shows newly purchased home sloane forgives vampire tries start new life dudley brothers show finish thinks sloane convince dudley mating something sacred dudley run direction father comes exact revenge wolf claiming son,130,4.0,28,1189,cover_images/processed_image_50684.jpg
Paperback,memories magic recovered frey restored throne works regain control north small silver dagger nearly brings end raises seven guard proves abilities order secure position another attempt life appears fey reveals pleased return could figure force behind attacks might able relax enough decide problem chevelle,234,3.98,70,1431,cover_images/processed_image_50705.jpg
Hardcover,book offers different experience film since obviously go much detail says rob zombie book film really complement singular mind horror maestro rob zombie comes chilling plunge nightmare world evil runs blood lords salem heidi hawthorne fm radio dj recovering drug addict struggling newfound sobriety creeping depression heidi suddenly receives anonymous gift mysteriously shaped wooden box branded strange symbol inside box promotional record band identifies lords decides play radio show joke moment horrible things begin happen strange music awakens something evil town soon enough terrifying murders begin happen around heidi lords want old bloodlines awakened bodies start pile one thing seems certain hell break loose,336,3.32,304,1752,cover_images/processed_image_50728.jpg
Hardcover,defeat evil douglas behind sam lacroix getting used new life okay exactly planned powerful necromancer seat local magical council capricious werewolf things going fine right well really pretty tired getting beat everyone mother one thing help feel new house hates best friend werebear someone threatening sister sam realizes lot power fingertips exactly sure use admit bit disconcerting everything starts falling apart decides time step take control attempts bring questions though important little alarming douglas really dead,344,4.1,691,5293,cover_images/processed_image_50759.jpg
Kindle Edition,short novel shifters unbound series spike wildcat shifter champion fighter shiftertown stunned myka best friend dying human woman announces spike fathered cub mother giving boy spike protect raise myka raised abusive stepfather sure wild fighter named spike best man bring cute little jaguar cub goes shiftertown check spike finds man behind name lonely shifter lost family fierce caretaker left spike torn cub duties tracker shiftertown leader begs myka person understands help starts like sassy myka horse trainer afraid working animals even wildcats turn humans spike job puts cub myka danger spike forced choose pledged loyalty need protect woman cub come love,169,4.17,352,6934,cover_images/processed_image_50763.jpg
ebook,collared controlled shifters outcast humanity forced live shiftertowns waiting within passions collar wildcat shifter leader shiftertown eric warden knows kind sees iona duncan realizes although appears human wildcat living without acknowledge true nature mating hunger may kill iona finds mysterious powerful eric alluring even though vowed never reveal shifter side lest mother pay price hiding years mating hunger rising eric close may able desire may lead doom fighting,336,4.16,333,6800,cover_images/processed_image_50764.jpg
Paperback,new york times bestselling author iron duke heart steel returns iron seas riveting new adventure steampunk passionate romance century devastating volcanic eruption forced iceland inhabitants abandon shores island become enshrouded legend fishermen tell tales giant trolls guarding land seductive witches steal men hearts truth behind legends mechanical mystery island matter life death community women spilled noble blood secure five years ago annika unwittingly endangered secret sister källa took blame exiled annika serves airship phatéon flying port port search sister longing return home home threatened expedition leader david kentewess comes determined solve mystery origin david stop nothing expose annika secrets disaster strikes leaving david annika stranded glacier pursued madman survival depends keeping heat rising generating lots steam,413,3.96,531,4285,cover_images/processed_image_50767.jpg
ebook,eight months iron duke marriage survive new danger mina called investigate murder aristocratic bounder husband world iron overcome fear new bride need protect tears apart invites join murder scene search mysterious killing machine puts danger ever danger leads straight back previously published iron duke includes preview meljean brook upcoming novel riveted,104,3.98,216,2748,cover_images/processed_image_50768.jpg
Hardcover,welcome back new streets swirl jazz houses breathe year ago rebecca brown escaped death new orleans cemetery returned haunting city looking forward seeing anton grey boy may may also meets ghost troubled boy insists help soon rebecca finds embroiled another murder mystery century ago tries right wrongs finds questions answers putting friends danger trust new ghost stumbled something much bigger serious understands,304,3.91,290,2695,cover_images/processed_image_50769.jpg
Hardcover,keeping secrets second nature nearly boswell living trailer park outside washington dc mom works exotic dancer knows better share anything would make target classmates best friends know obsession personal ads nearly told anyone emotions taste brushes someone serial killer goes murder spree starts attacking students leaving cryptic ads newspaper nearly might one person put clues together figure soon big dark scary brilliantly plotted nearly gone leave guessing end,386,3.99,758,5986,cover_images/processed_image_50776.jpg
Paperback,set world closely resembles burn story redemption betrayal family sacrifice leads greatest question far would go save ones love fifteen years ago felix paracel killed mother fire shot hands since hidden forces bent exploiting fire wind elemental abilities felix world change findo split coming foretold generations though felix arrival brings great joy elemental world also heralds coming darkness one knows better mysterious man rescued felix horrible fire years ago disappeared seven returned claim rightfully felix heart even felix begins trust seven feelings place world darkness reveals bringing consequences one could predicted,370,3.95,220,1296,cover_images/processed_image_50834.jpg
Paperback,come cost working become youngest person ever win archibald prize portraiture elusive cousin tyler perfect subject androgynous beautiful famous needs pin plans factored spires featureless impossible spearing hearts cities across world spraying clouds sparkling dust alien invasion germ warfare questions everyone earth would like answered madeleine immediate problem ground zero sydney spire beneath collapsed ruin st james station must make surface hope find world ending,204,3.88,273,1114,cover_images/processed_image_50844.jpg
Kindle Edition,paranormal dragonshifter romance aeron wants nothing continue live long solitary life small metal room listening communications federation military glamorous even charming safe chance getting hurt intercepts communication impeding genocide qurilixian people choice act one federation seems inclined anything threat suddenly save whole planet enlisting help degenerate sister aeron finds signed prospective bride barbarians trying save man need high duke draig lord bron looking forward seventh failed attempt marriage ceremony sees lovely aeron knows instantly years waiting finally paid gods blessed life new bride insistent marriage mission bron convince stay risk spending rest life alone,218,3.94,133,1111,cover_images/processed_image_50858.jpg
ebook,siren menage everlasting erotic paranormal menage quatre romance werewolves michelle barclay moved aztec new mexico mullen nebraska library works cornered car large dog rescued animal owner jonah jonah lead alpha friess pack sharing leadership role two brothers mikhail brock knows uptight librarian mate brothers set wooing michelle hurt jealous female pack member instead angry kirsten gets mad three alphas lets piece realize claimed siren erotic romance,101,3.64,33,1249,cover_images/processed_image_50895.jpg
ebook,sly blend fantasy humor paranormal adventure kevin hearne trickster god iron druid chronicles atticus sullivan folk hero century battling legendary beasts shadowy mystics demonic demigods around world get hounded hexed hammered ebook bundle triple dose mayhem straight hearne includes preview fourth book series tricked well two bonus short stories set world iron druid chronicles clan rathskeller ebook exclusive kaibab hounded atticus sullivan last druids lives peacefully tempe arizona running occult bookshop spare time handsome tattooed irish dude looks like years centuries old wields magical sword known fragarach answerer unfortunately angry celtic god wants sword atticus need help seductive goddess death vampire werewolf team attorneys sexy bartender possessed hindu kick celtic arse deliver hexed atticus care much witches make nice local coven suddenly witch population tempe quadruples overnight new girls bad badasses dark history german side world war ii fallen angel feasting local students horde bacchants blowing vegas dangerously sexy celtic goddess fire vying attention atticus trouble scheduling witch hammered thor norse god thunder blowhard bully viking vampire leif helgarson asked friend atticus help taking norse nightmare rule atticus generally tries stay away guy lightning bolts soon though atticus leif plane asgard team werewolf sorcerer army frost giants epic showdown vicious valkyries angry gods thunder thug,976,4.51,73,1599,cover_images/processed_image_50980.jpg
Paperback,almost year since gaby winters car crash killed twin brother jude body healed sunshine pandanus beach grief raw constant help every night dreams kills demons rafa comes town look exactly like guy appearing gaby claims history brother makes sense gaby forced accept thought knew life shadow truth likely found shadows rafa rephaim importantly trust gripping shadows first book rephaim series,388,3.96,834,7694,cover_images/processed_image_50989.jpg
Hardcover,author michael grant comes highly anticipated terrifying second book bzrk trilogy entire bzrk cell including noah sadie left pieces last round battle armstrong twins conjoined brother plot rob mankind free vincent mind shattered memories hold dangerous secrets secrets lear bzrk mysterious leader stop nothing protect meanwhile bug man taken control president brain playing sanity dangerous game consequences spiral way control armstrong twins people bug man afford nano terrifying exhilarating unpredictable ever wall secrets surrounds cracking reveal dust settled sane enough find releases simultaneously electronic book format isbn,432,4.0,206,2771,cover_images/processed_image_51007.jpg
Hardcover,velveteen monroe dead kidnapped murdered madman named bonesaw problem landed purgatory fiery inferno certainly heaven gray ashen crumbling day everyone job leave velveteen much time anything really velveteen aches deliver bloody punishment killer deserves figured haunt rest days brutal crossing divide living dead devastating consequences velveteen obsessive haunting cracks foundations purgatory jeopardizes soul risk willing fate given reason stick around unreasonably hot completely velveteen help comes breaking rules getting revenge might angry enough take everyone,447,3.59,361,2118,cover_images/processed_image_51016.jpg
Hardcover,much happened since last saw doug hero confessing past unidentified woman doug struggles recall mysterious incident left life shattered incident may involved disturbed girlfriend sarah menacing doug warily seeks answers nightmarish alternate world distorted mirror lowly employee carts supplies around hive second part charles burns riveting trilogy graphic narrative delight surpass expectations fans,56,4.0,171,3733,cover_images/processed_image_51019.jpg
Kindle Edition,outlaws amaranthe sicarius chance upon spies stealing military prototypes immediately give chase well immediately amaranthe talks sicarius former assassin type mission wants imperial pardon better way attract emperor favor looking empire interests seems like straightforward mission develops hitch spies flee darkcrest isle forbidding chunk land reputed haunted amaranthe quick believe tales malevolent spirits startled unflappable sicarius shows reluctance setting foot island may late escape amaranthe come understand assassin curse short story,32,4.2,108,2442,cover_images/processed_image_51070.jpg
,haunted animal attack seventeen year old charlotte feels followed runs mysterious boy camping afraid nothing seems right despite trying stay away unmistakable draw near even scent smells familiar closer gets faster secrets begin unravel human may link past charlotte finds someone wants dead torn love fear trust keep safe,260,3.54,92,1123,cover_images/processed_image_51071.jpg
Paperback,epic vampire empire trilogy rushes conclusion honor love hatred vengeance sacrifice loss war death empress adele launched grand crusade vampire clans north prince gareth vampire lord scotland serves equatorian cause fighting bloody trenches france guise dashing greyfriar human armies pinned battered harsh weather merciless attacks vampire packs even odds adele unleashes power geomancy fearsome weapon capable slaughtering vampires vast numbers however power expends threatens life even questions morality weapon war turns ever bloodier adele threatened betrayal gareth faces terrible choice hope desperate strike lord vampire clans gareth brother cesare gamble could win war signal final days greyfriar,391,4.06,206,1538,cover_images/processed_image_51074.jpg
Hardcover,city queen mab nothing quite seems pariah spy inquisitorial agent alizebeth bequin things yet none enigma even caught inquisitors gregor eisenhorn gideon ravenor former allies enemies playing shadow game mysterious deadly foe coveted archenemy pursued inquisition bequin becomes embroiled dark plot knows role purpose helped disparate group allies must unravel secrets life past survive coming battle line friends foes fatally blurred,320,4.24,104,1587,cover_images/processed_image_51078.jpg
ebook,whole world exists beneath skin de la vega cats book gibson de la vega bringer one alpha cats job mete justice defend law holds jamboree contentious meeting another jamboree shot mia stumbles onto scene saves life immediately drawn female dug three silver bullets body even discovers porter family harmed grievously half century mia enough life recovering vicious hate crime attack using silver affected ability loves last thing needs bossy alpha cat like gibson de la vega despite myriad reasons stay away even continue hunt killers attraction deepens something else answers find bring threat far closer home anyone could imagined gibson end mess mia stand side even risks life warning super hot alpha male gruff facade uppity female buying violence sex bad words lots,195,4.2,119,2137,cover_images/processed_image_51086.jpg
Kindle Edition,earth fire air water air elemental emily morgan much power knows happens kids like michael merrick earth elemental one enough power level cities makes sexy dangerous completely limits least according emily summer job puts close contact michael neither help attraction feel forces nature like collide one misstep could get someone killed emily family want stay away want dead,50,3.8,692,6031,cover_images/processed_image_51118.jpg
Paperback,normal part lorelei macalister life slip away quietly day jared kovach came town nope normal part life shattered exploded burst gazillion shards fleeting went goodbye hello dark best friend brooklyn focusing energy helping lorelei hone abilities lorelei dealing reality satan second command taken residence inside body oh fact crush angel death beautiful death bad enough something sinister come town wants nothing hear lorelei dying breath strangles thank goodness gang supernatural champion happens save switches sides midstream group misfits capture one powerful beings ever created find bring jared back late http,296,3.94,298,3692,cover_images/processed_image_51122.jpg
Kindle Edition,fate world something girl wants shoulders especially true lorelei mcalister unfortunately exactly world fate decided take residence lorelei seen firsthand horrors lie beneath everyday world horrors getting friends killed agrees leave sanctity hometown sent different world entirely boarding school even watched someone knows carries inside soul top seeing visions nothing new lorelei visions something death destruction end world lorelei must face fact people want dead matter goes matter far runs lives friends family mortal peril lucky friends family include handsome angel death fiercely protective ragtag group loyal supporters afraid get little dirty name fighting pure evil,272,3.94,298,2954,cover_images/processed_image_51123.jpg
Mass Market Paperback,holliday unusual ability talk dead comes vengeful ghost mysterious drowning time may sinking feeling kidwella castle northern wales rumored haunted deadly grim widow allegedly drowns unsuspecting guests castle moat long crew arrive castle film cable tv show ghoul getters two new victims added widow grisly roster fear ripples castle especially discovered victims may help watery graves land living local inspector suspects serial killers thinks theory wet catch true culprit need dive deep castle past bring long buried secrets surface,352,4.13,214,2862,cover_images/processed_image_51127.jpg
ebook,run woods turned anything typical levi found one thing never expected week spent family reunion hell levi travis ready little break knew shifting snow leopard loping around woods could turn steamy event levi encounters cougar shifter woods attraction hot threatens shoot sparks levi fantasised stronger man want sure cougar man levi lets get caught intensity mating equaled levi confusion man shifts back cougar turns tail lyndon hines running months hunted taunted know else met man made realise things worth fighting two shifters different breed neither knowing much heritage levi lyndon come together find strength take mad man end lyndon reader advisory book part series read stand alone,147,3.62,111,1170,cover_images/processed_image_51139.jpg
,eric drake powerful dark wolf never trusted around human mate within pack encounters chelsea smart snooping around silvercrest pack land search missing secretly chelsea thinks eric sexiest man ever seen though wary potent alpha energy discovered chelsea sister held pack vicious lycans eric heroically leaps action chelsea risk body surrender passion mark eric woman survive,302,3.86,288,4053,cover_images/processed_image_51180.jpg
Mass Market Paperback,welcome hell prison ship perdition floating city conglomerate dangerous criminals confined life orbits endlessly around barren life inside even bleak hailed dread queen inmate dresdemona dred devos controls one perdition six territories bordered sides kings eager challenge claim keeping bay requires constant vigilance well steady influx new recruits replace fallen survival constant battle death newest convicts one worth dred attention mercenary jael deadly gaze attitude may dangerous criminal onboard combat skill could give edge needs betray first unfortunately best winning jael allegiance challenge failure could worse,337,3.89,420,3921,cover_images/processed_image_51191.jpg
Kindle Edition,hell breaking loose havoc perdition new york times bestselling author ann prison ship perdition become charnel house handful dred soldiers still standing hunted silence trained tongueless assassins forging uneasy alliance mercenary commander chance dread queen whatever takes end life sentence perdition keep survivors alive long enough cobble together transport capable getting dred crew win deadly game cat mouse payoff life prize sweeter wildest dreams yet sadistic silence would rather destroy perdition let single soul slip,336,4.16,151,1453,cover_images/processed_image_51192.jpg
ebook,attempted murder passion betrayal world novella elder races claudia hunter road trip nevada desert sees body dog side highway pulling investigate quickly determines enormous animal clinging life working save help local vet claudia realizes something creature seems wyr makes case animal cruelty attempted injured shape shift luis alvaraz reluctant tell claudia knows attack afraid make target sheriff corrupt attackers know luis alive vulnerable make matters worse sandstorm sweeping town going survive night luis place trust warning take gorgeous man temporarily stuck dog house add strong woman mix encroaching enemies raging sandstorm stir combine enjoy freshly opened,102,3.75,331,4794,cover_images/processed_image_51201.jpg
Kindle Edition,love story bite walking home night drowning sorrows best friend carrie alexandra jones stupidly takes phone call cheating eddie anger hurls phone forest alex goes retrieve phone undergrowth carrie come monster never even knew existed vârcolac nightmarish hybrid search fresh blood next thing alex knows staring impossibly handsome mysterious nathan helped bring back life life horror discovers become vârcolac female kind potential breeding whole new army vârcolacs track press alex gets know nathan family offer protection desperately needs unbeknown vârcolacs getting closer,272,3.82,211,3689,cover_images/processed_image_51206.jpg
Hardcover,killer took control vee bell gift curse sliding mind another person experiencing life briefly somewhat control since unwillingly witnessed horrific deaths classmates six months things getting back normal vee bizarre experience loses consciousness finds deserted area edge cliff broken body boy took advantage rocks vee finds stranger stranger situations memory getting begins suspect someone knows ability slider using vee exact revenge enemies,278,3.87,216,1436,cover_images/processed_image_51256.jpg
Paperback,heels family tragedy last thing katie greene wants move halfway across world stuck aunt shizuoka japan katie feels lost alone know language barely hold pair chopsticks seem get hang taking shoes whenever enters gorgeous aloof tomohiro star school kendo team really get scar arm katie prepared answer sees things draws start moving denying truth tomo connection ancient gods japan near katie causing abilities spiral control wrong people notice katie never wanted move may make country alive,326,3.65,1527,9680,cover_images/processed_image_51260.jpg
Mass Market Paperback,easy vampire angel one knows better trond sigurdsson centuries since last went drinking wenching viking buds trond gladiator cowboy ditch digger even sheik baddest navy seal kicking butts terrorist immortals help female partner police forces operative nicole trond dearly hopes partner shortly whole different easy vangel lover cop part nicole tells something bizarre gorgeous godlike teammate side help wondering great would virile viking bed trond secrets galore nicole feels certain dig really get heart powerful unnerving stranger may risking soul love,354,3.95,144,1354,cover_images/processed_image_51262.jpg
Kindle Edition,would simple errand takes deadly twist turning cautious prey dangerous predator someone trying send deadly message mason arranging deaths loves puts entire pack alpha high alert darcy understands primal instincts driving beloved mason commands help sets protectors learns things need help support alpha pack events turn dire however one truth offers strength given oaths unbreakable even means risking full length novel version without mercy cherished blood oath,280,3.84,385,5868,cover_images/processed_image_51267.jpg
